invoice_number	invoice_date	po_number	model_id	serial_number	unit_remarks1	amount	unit_remarks3	unit_remarks2
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0559	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	PIE AMMS (STN 15)	N1062 PIE
S/I-24-05-0172	20-May-24	P240058	Sokkia NET1AXIIT/TE	HX0095	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	PIE AMMS (STN 16)	N1062 PIE
S/I-24-03-0106	15-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0106	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	PIE AMMS (STN 17)	N1062 PIE
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0433	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	PIE AMMS (STN 27)	N1062 PIE
S/I-013856	31-Oct-21	P210192	Sokkia IX-1001	UR005856	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 1)	N1062 SPPG
S/I-23-01-0200	27/1/2023	P220149	Sokkia IX-1201	XS001063	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N1062 - SPPG Marymount (Stn 2)	N1062 SPPG
S/D-019061	8-Dec-21	P210248	Sokkia IX-1001	UR005794	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 3)	N1062 SPPG
S/I-23-10-0244	20-Oct-23	P230162	Sokkia IX-1201	XS001552	"Robotic Total Station
SOKKIA IX-1201 / SPBWT (P/N 1042639-20) Auto Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thumb drive"	 $16,500.00 	N1062 - SPPG Marymount (Stn 4)	N1062 SPPG
S/I-23-04-0323	28-Apr-23	P230055	Sokkia IX-1201	XS001305	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N1062 - SPPG Marymount (Stn 5)	N1062 SPPG
S/D - 018045	11-Oct-21	P210121	Sokkia IX-1001	UR005863	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 6)	N1062 SPPG
S/D-018478	1-Nov-21	P210225	Sokkia IX-1001	UR007034	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 7)	N1062 SPPG
S/D - 018045	11-Oct-21	P210121	Sokkia IX-1001	UR005849	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 8)	N1062 SPPG
S/D - 018045	11-Oct-21	P210121	Sokkia IX-1001	UR005842	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 9)	N1062 SPPG
S/D - 018045	11-Oct-21	P210121	Sokkia IX-1001	UR005827	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 10)	N1062 SPPG
S/D-019061	8-Dec-21	P210248	Sokkia IX-1001	UR005828	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N1062 - SPPG Marymount (Stn 11)	N1062 SPPG
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0362	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	T215 Stn 1 (Changi Bound)	N1062 TEL
S/I-007284	31-Dec-19	P1900261	Sokkia NET1AXTIIT/TE2	KH0522	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	T215 Stn 2 (Changi Bound)	N1062 TEL
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0428	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	T215 Stn 3 (Woodlands Bound)	N1062 TEL
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0457	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	T215 Stn 4 (Woodlands Bound)	N1062 TEL
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXII/TE	KH0623	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	T215 Stn 5 (Woodlands Bound)	N1062 TEL
S/I-007309	7-Jan-20	P2000003	Sokkia NET1AXTIIT/TE2	KH0530	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (OB - Stn 1)	N1072 CCL
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0396	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT Stn (OB - Stn 2)	N1072 CCL
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0610	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	Caldecott MRT Stn (OB - Stn 3)	N1072 CCL
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0455	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT Stn (OB - Stn 4)	N1072 CCL
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0580	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (OB - Stn 5)	N1072 CCL
S/I-007284	31-Dec-19	P1900261	Sokkia NET1AXTIIT/TE2	KH0518	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (OB - Stn 6)	N1072 CCL
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXIIT/TE	KH0653	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	Caldecott MRT Stn (OB - Stn 7)	N1072 CCL
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0431	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT Stn (OB - Stn 8)	N1072 CCL
S/I-007284	31-Dec-19	P1900261	Sokkia NET1AXTIIT/TE2	KH0520	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (OB - Stn 9)	N1072 CCL
S/D-019443	3-Jan-22	P210186	Sokkia NET1AXII/TE	KH0656	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	Caldecott MRT Stn (Cross Passage - Stn 1)	N1072 CCL
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0425	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT Stn (Cross Passage - Stn 2)	N1072 CCL
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXII/TE	KH0646	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	Caldecott MRT Stn (IB - Stn 1)	N1072 CCL
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXII/TE	KH0639	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	Caldecott MRT Stn (IB - Stn 2)	N1072 CCL
S/I-007309	7-Jan-20	P2000003	Sokkia NET1AXTIIT/TE2	KH0526	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (IB - Stn 3)	N1072 CCL
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0583	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (IB - Stn 4)	N1072 CCL
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0573	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (IB - Stn 5)	N1072 CCL
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0603	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	Caldecott MRT Stn (IB - Stn 6)	N1072 CCL
S/I-006434	22-Oct-19	P1900202	Sokkia NET1AXTIIT/TE2	KH0482	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT Stn (IB - Stn 7)	N1072 CCL
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0330	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT Stn (IB - Stn 8)	N1072 CCL
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0604	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	Caldecott MRT Stn (IB - Stn 9)	N1072 CCL
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0402	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1072 (TEL - Stn 1) Changi Bound	N1072 TEL
S/I-24-03-0107	15-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0078	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	N1072 (TEL - Stn 2) Changi Bound	N1072 TEL
S/I-006183	27-Sep-19	P1900182	Sokkia NET1AXTIIT/TE2	KH0462	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 3) Changi Bound	N1072 TEL
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0568	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 4) Changi Bound	N1072 TEL
S/D-020099	22-Feb-22	P220041	Sokkia NET1AXII/TE	KH0702	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	N1072 (TEL - Stn 5) Changi Bound	N1072 TEL
S/D-019443	3-Jan-22	P210186	Sokkia NET1AXII/TE	KH0670	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	N1072 (TEL - Stn 6) Changi Bound	N1072 TEL
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0353	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1072 (TEL - Stn 7) Changi Bound	N1072 TEL
S/I-005354	15-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0423	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1072 (TEL - Stn 8) Changi Bound	N1072 TEL
TSP20/80790	10-Mar-21	P210053	Sokkia NET1AXTIIT/TE2	KH0629	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	N1072 (TEL - Stn 9) Changi Bound	N1072 TEL
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0535	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 10) Changi Bound	N1072 TEL
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0609	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	N1072 (TEL - Stn 1) Woodlands Bound	N1072 TEL
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0333	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1072 (TEL - Stn 2) Woodlands Bound	N1072 TEL
S/I-24-03-0203	22-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0111	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	N1072 (TEL - Stn 3) Woodlands Bound	N1072 TEL
S/I-007309	7-Jan-20	P2000003	Sokkia NET1AXTIIT/TE2	KH0529	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 4) Woodlands Bound	N1072 TEL
S/I-007271	27-Dec-19	P1900259	Sokkia NET1AXTIIT/TE2	KH0514	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 5) Woodlands Bound	N1072 TEL
S/I-006829	25-Nov-19	P1900227	Sokkia NET1AXTIIT/TE2	KH0508	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 6) Woodlands Bound	N1072 TEL
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0586	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	N1072 (TEL - Stn 7) Woodlands Bound	N1072 TEL
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXII/TE	KH0649	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	N1072 (TEL - Stn 8) Woodlands Bound	N1072 TEL
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0557	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1072 (TEL - Stn 9) Woodlands Bound	N1072 TEL
21/I00232	30-Apr-21	P210078	Sokkia NET1AXTIIT/TE2	KH0641	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	N1072 (TEL - Stn 10) Woodlands Bound	N1072 TEL
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0321	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1072 Braddell Height Stn 1	N1072 Braddell Height
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0400	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1082 (OB - Stn 1)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0560	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 2)	N1082
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0546	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 3)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0532	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 4)	N1082
S/I-24-04-0035	4-Apr-24	P230224	Sokkia NET1AXIIT/TE	HX0104	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	N1082 (OB - Stn 5)	N1082
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0545	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 6)	N1082
S/I-006830	25-Nov-19	P1900225	Sokkia NET1AXTIIT/TE2	KH0478	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 7)	N1082
S/I-011315	11/3/2021	P210059	Sokkia NET1AXTIIT/TE2	KH0584	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	N1082 (OB - Stn 8)	N1082
S/I-007271	27-Dec-19	P1900259	Sokkia NET1AXTIIT/TE2	KH0517	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 9)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0551	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 10)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0524	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (OB - Stn 11)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0549	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (IB - Stn 1)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0547	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (IB - Stn 2)	N1082
S/I-24-03-0203	22-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0159	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	N1082 (IB - Stn 3)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0550	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (IB - Stn 4)	N1082
S/I-24-11-0309	29-Nov-24	P240128	Sokkia NET1AXIIT/TE	HX0208	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	N1082 (IB - Stn 5)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0552	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (IB - Stn 6)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0538	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (IB - Stn 7)	N1082
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0534	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1082 (IB - Stn 8)	N1082
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0318	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1102 (Ang Mo Kio Ave 9 - Stn 1)	N1102
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0352	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1112 (Ang Mo Kio Ave 6 - Stn 1)	N1112
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0350	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1112 (Ang Mo Kio Ave 6 - Stn 2)	N1112
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0579	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1112 Bullion Park (Stn 1)	N1112
TSP20/80790	10-Mar-21	P210053	Sokkia NET1AXTIIT/TE2	KH0626	NET1AXIIT/TE Measuring Station	 $14,500.00 	N1112 Bullion Park Ext (Stn 1)	N1112
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0329	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1112 Bullion Park Ext (Stn 2)	N1112
S/I-006434	22-Oct-19	P1900202	Sokkia NET1AXTIIT/TE2	KH0498	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1112 Bullion Park Ext (Stn 3)	N1112
S/I-006434	22-Oct-19	P1900202	Sokkia NET1AXTIIT/TE2	KH0474	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1112 Bullion Park Ext (Stn 4)	N1112
21/I00232	30-Apr-21	P210078	Sokkia NET1AXTIIT/TE2	KH0640	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	N1112 Bullion Park Ext (Stn 5)	N1112
